term_str,n,max_pos
prairies,1,NN
praise,1,NN
prankif,1,NN
prankupon,1,NN
prattling,1,NN
pray,34,NN
prayer,4,NN
praying,1,NN
pre,2,NN
preach,1,VB
preacher,1,NN
preaching,1,NN
preamble,1,NN
precaution,13,NN
precautions,4,NN
precedence,1,NN
preceding,2,NN
precept,1,NN
precipice,2,NN
precipitance,1,NN
precipitation,1,NN
precise,3,NN
precisely,16,NN
precision,2,NN
precursor,1,NN
predecessor,2,NN
prediction,2,NN
predominant,1,NN
preface,1,NN
prefer,13,VB
preference,2,NN
prejudice,1,VB
prejudices,1,NN
preliminary,1,NN
prelude,1,NN
premature,4,NN
prematurely,1,NN
premier,1,NN
premises,4,NN
preparation,4,NN
preparations,1,NN
preparatory,1,NN
prepare,6,VB
prepared,3,NN
preposterous,1,NN
presence,54,NN
present,31,NN
presentation,6,NN
presented,1,NN
presentiment,4,NN
presently,10,NN
preservation,2,NN
preserve,10,VB
preserver,4,NN
preserves,1,NN
presiding,1,NN
press,18,NN
pressing,4,NN
pressure,9,NN
presumablysince,1,NN
presume,10,NN
presuming,2,NN
presumption,5,NN
pretence,1,NN
pretend,5,VB
pretense,1,NN
pretext,1,NN
pretexts,1,NN
pretty,5,NN
prevent,31,VB
prey,6,NN
price,19,NN
prices,2,NN
prick,3,NN
pride,14,NN
priest,3,NN
prim,3,NN
prime,3,NN
primness,1,NN
princess,2,NN
principal,1,NN
principle,3,NN
print,14,NN
printer,1,NN
printing,2,NN
prints,1,NN
priori,1,NN
priory,1,NN
prison,10,NN
prisoner,29,NN
prisonernot,1,NN
prisoners,9,NN
privacy,2,NN
private,2,NN
privation,1,NN
privations,1,NN
privilege,3,NN
prize,10,NN
probability,18,NN
probabilityis,1,NN
probabilitythe,1,NN
probable,2,NN
probably,3,NN
probe,1,VB
problem,68,NN
problems,6,NN
proceed,10,VB
proceeded,4,NN
proceeding,4,NN
proceedings,3,NN
process,7,NN
processes,1,NN
procession,1,NN
procure,1,VB
prodigy,1,NN
produce,8,VB
product,3,NN
profane,1,NN
profess,2,NN
profession,23,NN
professional,2,NN
professionally,3,VB
professionals,1,NN
professionor,1,NN
professor,8,NN
professors,4,NN
proficiency,1,NN
proficient,1,NN
profile,2,NN
profit,2,NN
profitless,1,NN
profits,1,NN
profound,3,NN
profusion,1,NN
programme,3,NN
progress,7,NN
projected,1,NN
projecting,1,NN
prolong,1,VB
prominence,3,NN
promise,42,NN
promised,1,NN
promises,1,NN
promotion,1,NN
prompt,5,NN
promptly,1,NN
promptness,1,NN
pronounce,4,VB
proof,25,NN
proofs,6,NN
prop,1,VB
propagation,1,NN
proper,3,NN
property,24,NN
prophecy,1,NN
prophet,2,NN
proportion,5,NN
proportions,1,NN
propos,1,NN
proposal,2,NN
propose,11,VB
proposition,8,NN
propound,1,VB
proprietor,5,NN
propriety,4,NN
prosaic,1,VB
prosecute,2,VB
prosecution,2,NN
prospect,10,NN
prospective,1,NN
prospects,1,NN
prosper,1,VB
prospered,1,NN
prosperity,4,NN
prostrate,1,NN
prostration,2,NN
protect,3,VB
protection,10,NN
protector,1,NN
protest,6,NN
protestation,1,NN
protrude,1,VB
protruded,1,NN
protruding,1,NN
proud,4,NN
proudly,1,NN
prove,51,VB
proved,1,VB
proverb,1,NN
proves,1,NN
provide,1,VB
provided,1,NN
providence,1,NN
providing,1,NN
province,3,NN
provincial,1,NN
proving,1,NN
provision,2,NN
provoke,1,VB
prow,1,NN
ps,1,NN
pshaw,3,VB
public,23,NN
publication,1,NN
publicity,4,NN
publish,1,VB
published,1,NN
pucker,1,VB
puddle,1,NN
puffed,3,VB
puffing,3,NN
puffy,1,NN
pugilist,1,NN
pull,16,NN
pulley,1,NN
pulp,1,NN
pulse,3,NN
puncture,2,NN
pungent,3,NN
punish,4,VB
punished,1,NN
punishment,9,NN
punjaubees,1,NN
puny,2,NN
pup,1,NN
pupil,1,NN
purchasable,1,NN
purchase,2,NN
pure,11,NN
purity,1,NN
purplish,1,NN
purport,2,NN
purpose,33,NN
purposeful,1,NN
purposeless,1,NN
purposes,7,NN
purse,7,NN
pursue,4,VB
pursuer,2,NN
pursuers,3,NN
pursuit,10,NN
purveyor,1,NN
purview,1,NN
push,5,VB
put,116,VB
putty,1,NN
puzzle,5,VB
puzzled,2,NN
puzzler,1,NN
puzzles,1,NN
pâté,1,NN
quack,1,NN
quadrangle,1,NN
quaint,4,NN
qualifications,1,NN
qualities,3,NN
quality,9,NN
quantity,4,NN
quarrel,16,NN
quarries,1,NN
quarry,3,NN
quarter,63,NN
quartering,1,NN
quarters,6,NN
quavering,1,NN
quay,1,NN
queen,2,NN
queer,30,NN
queerest,2,NN
quench,1,VB
querulously,1,NN
quest,8,NN
question,128,NN
questioning,8,NN
questions,18,NN
qui,1,NN
quick,15,NN
quicker,2,NN
quickly,4,NN
quickness,2,NN
quicksilver,1,NN
quiet,7,NN
quieter,1,NN
quietly,12,NN
quill,2,NN
quinine,1,NN
quinsy,1,NN
quit,1,NN
quite,9,VB
quiver,4,NN
quivered,1,NN
quo,1,NN
quote,4,VB
r,1,NN
rabbi,1,NN
rabbit,6,NN
rabble,1,NN
race,12,NN
rache,2,NN
rack,4,NN
radiance,3,NN
radiations,1,NN
radius,3,NN
rafter,1,NN
rafters,3,NN
rag,1,NN
rage,9,NN
ragged,1,VB
rags,1,VB
raid,1,NN
rail,4,NN
railings,4,NN
railroad,4,NN
rails,1,NN
railway,12,NN
rain,30,NN
raining,1,VB
raise,23,VB
raised,3,VB
raising,2,NN
rajah,5,NN
rake,2,NN
rallied,2,NN
rambling,1,NN
ran,13,NN
rance,2,NN
ranchman,1,NN
random,3,NN
rang,9,NN
range,6,NN
rank,4,NN
rapidity,2,NN
rapidly,4,VB
rapport,1,NN
rapt,1,NN
rare,1,NN
rareness,1,NN
rascal,2,NN
rascals,2,NN
rash,2,NN
rashness,1,NN
rasp,1,NN
rasping,1,NN
rat,18,NN
rate,15,NN
ratesince,1,NN
rather,5,NN
rattle,11,NN
rattled,1,NN
rattling,1,NN
raven,1,NN
ravenous,1,NN
ravens,2,NN
ravine,4,NN
ravines,2,NN
raving,1,NN
raw,1,NN
ray,1,NN
rays,1,NN
razor,2,NN
re,7,NN
reach,39,VB
reaches,1,NN
reaction,12,NN
read,56,VB
reader,5,NN
readers,2,NN
readiest,1,NN
readily,3,VB
readiness,4,NN
reading,8,NN
ready,13,NN
realise,4,VB
realism,1,NN
reality,1,NN
realize,20,VB
really,13,NN
realm,1,NN
reappeared,1,NN
rear,2,NN
rearing,1,NN
reason,124,NN
reasonable,1,NN
reasoner,14,NN
reasoning,20,NN
reasons,1,NN
reassuring,1,NN
rebel,3,NN
rebels,2,NN
rebuff,1,NN
recall,9,VB
recapitulate,1,VB
recapture,1,NN
receded,1,NN
receipt,2,NN
receipts,1,NN
receive,16,VB
received,1,NN
receiver,1,NN
recently,1,NN
reception,1,NN
recess,3,NN
recherché,1,NN
recital,3,NN
reckless,2,NN
reckon,2,NN
reclaim,1,VB
recognise,8,VB
recognising,1,NN
recognition,5,NN
recognize,8,VB
recognized,1,VB
recognizing,1,NN
recoil,1,NN
recollect,4,VB
recollection,10,NN
recollections,1,NN
recommence,1,VB
recommend,12,VB
recompense,5,VB
reconcile,2,VB
reconnaissance,2,NN
reconsider,5,VB
reconstruct,5,VB
reconstruction,2,NN
record,18,NN
recorded,1,NN
records,3,NN
recount,1,VB
recourse,1,NN
recover,6,VB
recriminations,1,NN
recruit,4,NN
rectify,1,VB
rectors,1,NN
recur,1,VB
red,9,NN
reddish,1,NN
rediscovery,1,NN
redouble,1,VB
redskins,1,NN
reeds,1,NN
reedy,1,NN
reefer,1,NN
reefs,1,NN
reek,3,NN
reeling,1,NN
refer,9,VB
reference,19,NN
refers,1,NN
refined,2,NN
refinement,2,NN
reflect,1,VB
reflection,5,NN
reflector,1,NN
reflexes,1,NN
refrain,1,VB
refresh,1,VB
refreshed,1,VB
refreshment,1,NN
refuge,5,NN
refund,1,VB
refurnished,1,VB
refusal,6,NN
refuse,15,VB
regain,2,VB
regard,6,NN
regards,1,NN
regiment,12,NN
regiments,1,NN
region,5,NN
regions,1,NN
register,4,NN
registered,1,VB
registration,1,NN
registry,1,NN
regret,10,VB
regular,1,NN
regularity,2,NN
regulars,1,NN
regulation,1,NN
regulations,1,VB
regurgitation,1,NN
reign,5,NN
reincarnation,1,NN
reinforce,1,VB
rejected,1,NN
rejoice,3,VB
rejoin,5,VB
relapse,1,NN
relapsing,1,NN
relate,3,VB
relation,9,NN
relations,2,NN
relationship,2,NN
relative,1,NN
relatives,4,NN
relax,3,VB
relaxation,2,NN
relaxed,1,VB
release,3,NN
relentless,3,NN
reliability,1,NN
reliable,1,VB
reliance,1,NN
relic,3,NN
relief,16,NN
relieve,4,VB
relight,1,VB
religion,6,NN
religionists,1,NN
relish,2,NN
relock,1,NN
reluctance,1,NN
rely,7,VB
remain,27,VB
remainder,9,NN
remained,4,NN
remains,3,NN
remainwhat,1,VB
remark,28,NN
remarkable,11,NN
remarkably,1,NN
remarked,14,NN
remarking,1,NN
remarks,4,NN
remember,53,VB
remembered,2,NN
remembrance,3,NN
remind,5,VB
remonstrance,4,NN
remorseless,3,NN
removal,1,NN
remove,12,VB
removed,2,VB
render,3,VB
rendezvous,3,NN
rending,1,NN
renew,2,VB
rent,2,NN
reopening,1,NN
repair,2,NN
repairer,1,NN
repairs,3,NN
reparation,2,NN
repartee,1,NN
repay,3,VB
repeat,5,VB
repeated,2,NN
repeating,2,NN
repent,1,VB
repentance,1,NN
repetitions,1,NN
replace,5,VB
replies,1,NN
reply,20,NN
report,37,NN
reported,3,VB
reporter,3,NN
reporters,1,NN
reporting,3,NN
repose,2,NN
reposing,1,VB
represent,1,VB
representative,2,NN
represented,1,NN
reproach,5,NN
reproachfully,2,NN
reptiles,1,NN
republic,1,NN
repulsion,3,NN
reputation,17,NN
reputationfor,1,NN
repute,3,NN
request,17,NN
requested,2,NN
requests,1,NN
require,1,VB
requirement,1,NN
requisition,1,NN
rescue,3,NN
rescuers,1,NN
research,7,NN
researches,3,NN
resemblance,6,NN
resentment,2,NN
reserve,9,NN
reserved,1,NN
resided,2,NN
residence,9,NN
resident,4,NN
residents,1,VB
residue,2,NN
resign,3,VB
resignation,3,NN
resist,4,VB
resistance,9,NN
resisted,1,VB
resisting,1,NN
resistless,1,NN
resolute,9,NN
resolution,8,NN
resolutions,1,NN
resolve,2,VB
resonant,1,NN
resort,2,NN
resounding,1,NN
resource,5,NN
resources,2,NN
respect,20,NN
respectable,2,NN
respectfully,1,NN
respects,2,NN
respond,1,VB
responsibility,11,NN
responsible,1,VB
responsive,1,NN
rest,81,NN
restaurant,1,NN
rested,2,NN
restitution,1,NN
restless,6,NN
restlessness,2,NN
restoration,1,NN
restore,5,VB
restrain,2,VB
restraint,4,NN
rests,1,NN
result,46,NN
results,12,NN
resume,3,VB
retain,6,VB
retained,1,VB
reticence,3,NN
retire,6,VB
retired,1,NN
retort,2,NN
retorts,1,NN
retrace,1,VB
retreat,8,NN
retribution,5,NN
retrogression,2,NN
retrospection,1,NN
return,78,NN
returned,15,VB
returning,3,NN
returningso,1,NN
returns,1,NN
reveal,2,VB
revel,1,NN
reveller,1,NN
revellers,2,NN
revelry,1,NN
revenge,11,NN
reverence,1,NN
reverie,3,NN
reverse,1,NN
revisit,1,VB
revoir,3,NN
revolting,2,NN
revolutionists,1,NN
revolver,34,NN
reward,17,NN
rewardcoming,1,NN
rewarded,1,NN
rheumatism,1,NN
rhododendron,1,NN
rhythm,1,NN
ribbon,3,NN
ribbons,1,NN
ribs,2,NN
rice,1,NN
rich,4,NN
richer,1,NN
riches,2,NN
richest,2,NN
richness,2,NN
rickety,1,NN
ridden,1,NN
riddle,2,NN
ride,1,VB
rider,3,NN
ridge,4,NN
rienlœuvre,1,NN
rifle,11,NN
rifled,1,VB
rifles,2,NN
rift,1,NN
rifts,1,NN
rig,1,NN
right,121,NN
rightnoon,1,NN
rights,4,NN
rigid,2,NN
rigidity,3,NN
rigmarole,1,NN
rigor,1,NN
rim,3,NN
ring,85,NN
ringing,4,NN
ringleader,1,NN
ringlets,1,NN
rip,1,VB
ripe,1,VB
ripen,1,VB
ripple,2,NN
rise,26,NN
risen,2,NN
riser,1,NN
rising,10,NN
risk,20,NN
risus,1,NN
rites,1,NN
ritual,2,NN
rival,5,NN
river,37,NN
riverside,2,NN
road,81,NN
roads,3,NN
roadway,7,NN
roaming,1,NN
roan,1,NN
roar,13,NN
roared,1,NN
roaring,1,NN
robber,3,NN
robberies,1,NN
robbery,13,NN
robust,1,VB
rochester,1,NN
rock,21,NN
rocket,3,NN
rocking,3,NN
rocks,6,NN
rod,5,NN
rode,5,NN
rods,1,NN
rogue,4,NN
role,1,NN
roles,1,NN
roll,3,NN
rollers,2,NN
rolling,1,NN
romance,6,NN
romanticism,1,NN
rome,1,NN
romper,1,NN
roof,38,NN
roofed,2,NN
roofs,6,NN
room,566,NN
roomhe,1,NN
roomor,1,NN
rooms,31,NN
roomy,3,NN
roomyou,1,NN
root,3,NN
roots,1,NN
rope,27,NN
ropeor,1,NN
ropes,1,NN
rose,2,NN
rotting,1,NN
rough,1,VB
roughly,1,NN
roughs,2,NN
roughshod,1,NN
round,208,NN
roundabout,1,NN
rouse,3,VB
route,4,NN
routine,8,NN
rover,1,NN
row,12,NN
rows,1,NN
royal,3,NN
roysterer,1,NN
roysterers,1,NN
rubber,4,NN
rubbish,1,NN
rubies,1,VB
ruby,1,NN
rudder,4,NN
ruddy,7,NN
rude,8,NN
rudeness,3,NN
rudy,1,NN
rue,1,VB
ruefully,2,NN
ruffian,5,NN
ruffianism,1,NN
ruffians,1,NN
rug,8,NN
ruin,12,NN
ruined,2,NN
rule,13,NN
ruler,2,NN
ruling,1,NN
rulings,1,NN
rum,2,NN
rumble,2,NN
rumour,2,NN
rumours,3,NN
run,47,VB
running,3,NN
rupee,2,NN
ruse,3,NN
rush,13,NN
rushes,1,NN
rushing,1,NN
russet,3,NN
rust,1,VB
rusticate,1,NN
rustle,4,NN
rustling,1,NN
rusty,3,NN
ruthless,2,NN
rutted,1,NN
ryder,2,NN
répertoire,1,NN
s,3,NN
sable,1,NN
sack,1,NN
sacred,1,NN
sacrifice,4,NN
sad,4,NN
saddle,5,NN
saddlebag,1,NN
sadly,2,NN
sadness,2,NN
safe,11,NN
safeguard,1,VB
safer,2,NN
safes,4,NN
safety,22,NN
safetyi,1,NN
sagacity,3,NN
said,35,VB
sail,1,NN
sailing,5,NN
sailor,9,NN
sailors,5,NN
saint,1,NN
saints,1,NN
sake,41,NN
salary,8,NN
sale,2,NN
salesman,9,NN
saline,1,NN
sallow,2,NN
sally,1,VB
saloon,10,NN
salt,7,NN
salute,1,NN
salvation,1,NN
salver,1,NN
same,19,NN
sample,3,NN
sanctum,2,NN
sandal,1,NN
sandwich,1,NN
sandy,1,NN
sane,3,NN
sanity,2,NN
sank,6,NN
sapper,1,NN
sarah,1,NN
sarasate,1,NN
sarcasm,1,NN
sardonically,2,NN
sardonicus,1,NN
sash,3,NN
sashes,1,NN
sat,7,VB
satin,1,NN
satisfaction,24,NN
satisfied,4,NN
satisfy,6,VB
saucer,4,NN
saucily,1,NN
savage,23,NN
savannah,1,VB
savant,1,NN
save,70,VB
saved,1,NN
saving,1,NN
saviour,1,NN
saw,8,NN
sawdust,1,NN
say,264,VB
sayand,1,VB
saying,2,NN
says,5,NN
scaffold,3,NN
scaffolding,1,NN
scale,4,NN
scalp,3,NN
scandal,16,NN
scanlan,5,NN
scanty,2,NN
scar,5,NN
scarce,3,NN
scare,4,NN
scarecrow,1,NN
scarf,3,NN
scarlet,4,NN
scarum,1,NN
scattered,1,VB
scene,50,NN
scenery,4,NN
scent,35,NN
scenta,1,NN
scents,1,NN
sceptic,1,NN
schedule,1,VB
scheme,3,NN
schemer,3,NN
schemes,1,NN
scheming,2,NN
schism,1,NN
scholarship,1,NN
school,17,NN
schoolfellow,1,NN
schoolfellows,1,NN
schoolmaster,5,NN
schoolmastering,1,NN
schools,2,NN
schuf,1,NN
science,12,NN
scion,2,NN
scissors,4,NN
scope,1,NN
score,8,NN
scorn,3,NN
scott,1,NN
scoundrel,8,NN
scout,2,NN
scouts,1,NN
scowl,2,NN
scowls,1,NN
scowrers,4,NN
scraggy,1,NN
scramble,1,VB
scrap,6,NN
scrape,2,NN
scraps,1,NN
scratch,3,NN
scratching,2,NN
scrawl,1,NN
scrawling,1,NN
scream,17,NN
screamed,1,VB
screaming,1,NN
screams,3,NN
screen,8,NN
screw,2,NN
scribble,2,NN
scribbled,1,NN
scrip,1,NN
script,1,NN
scrub,1,NN
scrutiny,3,NN
scuffle,6,NN
scuffling,1,NN
scullery,1,NN
scurvy,1,VB
sea,17,NN
seafaring,1,NN
seal,4,NN
seaman,8,NN
seamans,1,NN
seaports,1,NN
search,37,NN
searched,1,NN
searcher,1,NN
seas,1,NN
season,7,NN
seasoning,1,NN
seasons,1,NN
seat,37,NN
seats,1,NN
secession,1,NN
seclusion,2,NN
second,13,NN
secrecy,12,NN
secret,42,NN
secretary,12,NN
secreting,1,NN
secrets,4,NN
secretthe,1,NN
section,2,NN
secure,12,VB
securely,1,VB
securer,2,NN
securities,1,NN
security,8,NN
sedative,2,NN
sedges,1,NN
see,623,VB
seedy,2,NN
seeing,3,NN
seek,8,VB
seeker,1,NN
seekers,1,NN
seem,36,VB
seen,9,NN
seize,7,VB
selden,2,NN
seldom,3,NN
select,5,VB
selection,2,NN
selections,1,NN
self,36,NN
selfishness,2,NN
sell,7,VB
seller,1,NN
sellers,1,NN
semicircle,1,NN
send,45,VB
sender,5,NN
sending,3,NN
senile,1,NN
senility,1,NN
senior,1,NN
seniors,1,NN
sensation,3,NN
sensational,2,NN
sensationalism,3,NN
sensations,1,NN
sense,32,NN
senseless,1,NN
senses,3,NN
sent,4,NN
sentence,11,NN
sententiously,1,NN
sentiment,2,NN
sentinel,3,NN
sentinels,1,NN
sentries,1,NN
sentry,2,NN
separate,4,VB
separated,1,NN
separation,1,NN
sepulchre,1,NN
sequel,3,NN
sequence,9,NN
sere,1,NN
serenely,2,NN
sergeant,28,NN
sergeants,1,NN
series,18,NN
serious,4,NN
seriously,2,NN
seriousness,2,NN
sermons,1,NN
serpent,3,NN
servant,29,NN
servants,16,NN
serve,15,VB
service,45,NN
services,6,NN
servitude,3,NN
set,60,VB
settee,5,NN
settees,1,NN
setter,1,NN
setting,5,NN
settle,20,VB
settled,2,NN
settlement,6,NN
settlers,1,NN
settling,1,NN
seven,11,NN
seventeenth,1,NN
seventh,1,NN
seventy,5,NN
severed,1,NN
severely,1,NN
severity,2,NN
sex,1,NN
shabby,2,NN
shack,1,NN
shade,9,NN
shadow,49,NN
shadows,1,NN
shadowy,5,NN
shaft,5,NN
shag,4,NN
shake,10,VB
shaking,5,NN
shall,13,NN
sham,2,NN
shambles,1,NN
shame,5,NN
shamefully,1,NN
shanty,1,NN
shape,18,NN
shapeless,3,NN
share,31,NN
sharer,1,NN
shark,1,NN
sharks,1,NN
sharp,6,NN
sharply,5,NN
sharpness,1,NN
shattered,1,NN
shaved,3,NN
shaven,6,NN
shaving,1,NN
shavings,1,VB
shawl,8,NN
she,75,NN
sheep,10,NN
sheepish,1,NN
sheer,6,NN
sheet,37,NN
sheets,1,NN
shelf,8,NN
shell,3,NN
shelter,8,NN
sheltering,1,NN
shelterless,1,NN
shelves,1,NN
shepherd,2,NN
shepherds,1,NN
sherlock,2,NN
sherry,4,NN
shes,1,VB
shield,7,NN
shift,1,VB
shifty,2,NN
shillin,1,NN
shilling,5,NN
shillings,3,NN
shimmering,1,NN
shine,1,VB
shingle,1,NN
shining,2,NN
shins,1,NN
ship,26,NN
shipmate,2,NN
shipping,1,NN
ships,2,NN
shipthe,1,NN
shipwreck,1,VB
shipwrecked,1,VB
shire,1,NN
shirt,13,NN
shirtcuff,1,NN
shiver,3,NN
shivering,4,NN
shock,27,NN
shocked,1,NN
shocking,2,NN
shod,1,NN
shoe,6,NN
shoes,7,NN
sholto,1,NN
sholtos,1,NN
shone,16,NN
shook,10,VB
shoot,7,VB
shooter,1,NN
shooters,1,NN
shooting,6,NN
shoots,2,NN
shop,6,NN
shopmans,1,NN
shopping,3,NN
shops,4,NN
shore,4,NN
shores,1,NN
short,12,NN
shortcomings,2,NN
shortening,1,NN
shorter,3,NN
shorthand,3,NN
shortly,2,NN
shot,36,NN
shotgun,12,NN
should,7,NN
shoulder,44,NN
shouldered,1,NN
shoulders,37,NN
shouldnt,2,NN
shout,4,NN
shouting,4,NN
shove,3,VB
shovelling,1,NN
shoves,1,NN
show,86,VB
showed,1,NN
shower,1,NN
showery,1,NN
showing,2,NN
showman,1,NN
shown,3,NN
showy,1,NN
shreds,1,NN
shrewd,4,NN
shrewdness,3,NN
shriek,7,NN
shrieked,1,VB
shrill,3,NN
shrimp,1,NN
shrink,1,VB
shrinking,1,NN
shrubbery,2,NN
shrubs,1,NN
shrug,3,NN
shrunk,1,NN
shudder,2,NN
shut,15,NN
shutter,3,NN
shutters,9,NN
si,1,NN
sick,3,NN
sickness,3,NN
side,286,NN
sideboard,6,NN
sidedness,1,NN
sidelong,1,NN
sides,3,NN
sidewalk,1,NN
sideways,1,NN
sidewhich,1,NN
siding,1,NN
sifting,1,NN
sigh,8,NN
sight,88,NN
sights,1,NN
sign,81,NN
signal,14,NN
signature,6,NN
signet,1,NN
significance,8,NN
signify,1,VB
signs,1,NN
sikh,1,NN
silence,70,NN
silencecomplete,1,NN
silent,18,NN
silently,1,NN
silhouette,1,NN
silk,8,NN
sill,15,NN
silver,22,NN
simple,7,NN
simpler,2,NN
simplest,1,NN
simplicity,4,NN
simplify,1,VB
simply,1,NN
simul,1,NN
sin,6,NN
since,14,NN
sincenot,1,NN
sincerity,3,NN
sind,1,NN
sinewy,3,NN
singin,1,NN
singing,1,NN
single,1,NN
singlestick,1,NN
singular,3,NN
singularity,1,NN
sinister,22,NN
sink,6,VB
sinking,3,NN
sinner,2,NN
sip,1,NN
sir,278,NN
sirin,1,NN
sirit,1,NN
sister,57,NN
sisters,12,NN
sit,29,VB
site,2,NN
sits,1,NN
sitting,14,NN
situated,1,NN
situation,44,NN
six,9,NN
sixpence,3,VB
sixteenthjacobsonsi,1,NN
sixty,4,NN
size,22,NN
sized,3,NN
skein,2,NN
skeleton,2,NN
sketch,10,NN
sketches,1,NN
skill,12,NN
skin,21,NN
skinned,2,NN
skipping,1,NN
skirt,4,NN
skirting,2,NN
skirts,1,NN
skull,11,NN
skunk,2,NN
sky,22,NN
skylight,4,NN
skyline,1,NN
slab,5,NN
slabs,2,NN
slack,1,NN
slag,4,NN
slam,3,NN
slamming,2,NN
slang,2,NN
slantwise,1,NN
slap,1,NN
slate,4,NN
slaters,1,NN
slates,2,NN
slaughter,2,NN
slave,2,NN
slavery,1,NN
slavey,1,NN
slay,2,VB
slaying,1,NN
sledge,1,NN
sleep,35,VB
sleeper,4,NN
sleepers,2,NN
sleeping,1,NN
sleepless,4,NN
sleeplessness,1,NN
sleeps,1,NN
sleepy,4,NN
sleeve,25,NN
sleeves,7,NN
slender,1,VB
slept,2,NN
sleuth,1,NN
slice,1,NN
slide,1,NN
sliding,1,NN
slight,4,NN
slightly,1,NN
slim,2,NN
slime,2,NN
slimy,1,NN
slink,1,VB
slip,35,NN
slipped,1,NN
slipper,4,NN
slippers,5,NN
slit,7,NN
slop,1,NN
slope,10,NN
sloped,1,NN
slopes,1,NN
sloping,2,NN
slow,2,NN
slowly,3,NN
slugs,1,NN
slumber,3,NN
slumbers,2,NN
slung,5,NN
slunk,1,NN
slurring,1,NN
slush,2,NN
slut,1,NN
sly,1,NN
smack,3,NN
small,18,NN
smaller,1,NN
smallish,1,NN
smallness,1,NN
smart,7,NN
smarter,1,NN
smartest,2,NN
smarting,1,NN
smartly,1,VB
smartness,1,NN
smartvery,1,NN
smash,3,NN
smasher,1,NN
smattering,1,NN
smear,3,NN
smell,27,NN
smelling,1,NN
smile,56,NN
smiled,9,NN
smiling,18,NN
smirking,1,NN
smite,1,VB
smith,1,NN
smiting,1,NN
smoke,38,NN
smokeless,1,NN
smoker,1,NN
smoking,10,NN
smooth,1,NN
smoothness,1,NN
smouldering,2,NN
smudge,4,NN
snake,9,NN
snap,8,NN
snapped,2,NN
snarl,3,NN
snarling,1,NN
snarls,1,VB
sneak,1,NN
sneer,6,NN
sneering,2,NN
snick,1,NN
sniff,2,NN
sniffing,1,NN
snigger,1,NN
snort,1,NN
snorter,4,NN
snow,17,NN
snowstorm,1,NN
snuff,5,NN
snuffbox,1,NN
snug,3,NN
so,207,NN
soar,1,VB
sob,7,NN
sobbing,5,NN
sober,2,NN
sobs,3,NN
social,1,NN
societies,1,NN
society,47,NN
societys,1,NN
socket,1,NN
socks,2,NN
soda,3,NN
sofa,24,NN
soft,3,NN
softening,1,NN
soil,9,NN
solatium,1,NN
sold,1,NN
solder,1,VB
soldier,9,NN
soldiering,1,VB
soldiers,1,NN
sole,6,NN
solemn,6,NN
solemnity,1,NN
solemnly,2,NN
solicit,1,VB
solicitor,1,NN
solicitorsthey,1,NN
solid,2,NN
solitude,3,NN
solos,1,NN
solution,21,NN
solutionin,1,NN
solutions,1,NN
solve,15,VB
sombre,8,NN
sombrero,1,NN
some,1,VB
somebody,9,NN
somehow,5,NN
someone,58,NN
somersault,1,NN
somethin,1,NN
something,255,NN
sometimes,5,NN
somewhat,1,NN
somewhere,5,NN
son,89,NN
song,3,NN
sonnow,1,NN
sons,10,NN
soon,6,NN
sooner,17,NN
soothe,3,VB
soothing,3,NN
sophy,1,NN
sopping,1,NN
sordid,3,NN
sore,3,NN
sorely,1,NN
sorrow,7,NN
sorry,15,NN
sort,86,NN
sorts,1,NN
sortsforgery,1,NN
sot,1,NN
soul,51,NN
souls,5,NN
sound,87,NN
soundest,1,NN
soundlow,1,NN
soundly,2,NN
source,9,NN
south,11,NN
souvenir,2,NN
sovereign,8,NN
sovs,1,NN
space,18,NN
span,1,VB
spaniel,6,NN
spanner,2,NN
spare,15,VB
sparest,1,NN
spark,6,NN
sparkled,2,NN
sparkles,1,NN
spasm,2,NN
spaulding,1,NN
speak,64,VB
speaker,2,NN
speaking,8,NN
speaks,1,NN
spear,1,NN
special,1,NN
specialist,9,NN
specialists,1,NN
specialty,2,NN
specimen,1,NN
speck,5,NN
speckled,1,NN
speckles,1,NN
spectacle,4,NN
spectacles,1,NN
spectators,1,NN
spectral,1,NN
speculating,1,NN
speculation,8,NN
speech,15,NN
speed,13,NN
speedy,1,NN
spell,2,NN
spelling,1,NN
spend,11,VB
spending,1,NN
spent,2,NN
sphere,1,NN
spider,1,NN
spin,1,NN
spine,1,NN
spinster,1,NN
spirit,17,NN
spirits,9,NN
spiritsa,1,NN
spiritual,1,NN
spite,30,NN
splash,4,NN
splay,2,NN
spleen,1,NN
splendid,1,NN
splendidly,1,NN
splendour,2,NN
splinter,2,NN
split,3,VB
splotch,1,NN
spoil,1,NN
spoils,1,NN
spoke,7,NN
spoken,2,NN
spokesman,1,NN
sponge,4,NN
spongy,1,NN
spoon,2,NN
sport,4,NN
sporting,3,NN
sportsman,1,NN
spot,32,NN
sprang,23,NN
sprawling,1,NN
spray,7,NN
spread,6,NN
sprig,1,NN
spring,23,NN
springing,2,NN
springs,1,NN
spruce,1,NN
spur,1,NN
spy,6,NN
squalor,1,NN
squander,1,VB
square,23,NN
squareness,1,NN
squat,2,NN
squatting,1,NN
squeal,1,NN
squeals,1,NN
squeeze,4,NN
squint,1,NN
squire,1,NN
squires,1,NN
squirm,1,VB
st,1,NN
stab,1,NN
stable,4,NN
stables,13,NN
staccato,1,NN
stack,1,NN
staff,12,NN
stage,12,NN
